Date,Open,High,Low,Close*,Adj Close**,Volume

"Jan 02, 2020",296.24,300.60,295.19,300.35,299.64,"33,870,100"
"Dec 31, 2019",289.93,293.68,289.52,293.65,292.95,"25,201,400"
"Dec 30, 2019",289.46,292.69,285.22,291.52,290.83,"36,028,600"
"Dec 27, 2019",291.12,293.97,288.12,289.80,289.11,"36,566,500"
"Dec 26, 2019",284.82,289.98,284.70,289.91,289.22,"23,280,300"
"Dec 24, 2019",284.69,284.89,282.92,284.27,283.60,"12,119,700"
"Dec 23, 2019",280.53,284.25,280.37,284.00,283.33,"24,643,000"
"Dec 20, 2019",282.23,282.65,278.56,279.44,278.78,"68,994,500"
"Dec 19, 2019",279.50,281.18,278.95,280.02,279.36,"24,592,300"
"Dec 18, 2019",279.80,281.90,279.12,279.74,279.08,"29,007,100"
"Dec 17, 2019",279.57,281.77,278.80,280.41,279.75,"28,539,600"
"Dec 16, 2019",277.00,280.79,276.98,279.86,279.20,"32,046,500"
"Dec 13, 2019",271.46,275.30,270.93,275.15,274.50,"33,396,900"
"Dec 12, 2019",267.78,272.56,267.32,271.46,270.82,"34,327,600"
"Dec 11, 2019",268.81,271.10,268.50,270.77,270.13,"19,689,200"
"Dec 10, 2019",268.60,270.07,265.86,268.48,267.84,"22,605,100"
"Dec 09, 2019",270.00,270.80,264.91,266.92,266.29,"32,010,600"
"Dec 06, 2019",267.48,271.00,267.30,270.71,270.07,"26,518,900"
"Dec 05, 2019",263.79,265.89,262.73,265.58,264.95,"18,606,100"
"Dec 04, 2019",261.07,263.31,260.68,261.74,261.12,"16,795,400"
"Dec 03, 2019",258.31,259.53,256.29,259.45,258.84,"28,607,600"
"Dec 02, 2019",267.27,268.25,263.45,264.16,263.53,"23,621,800"
"Nov 29, 2019",266.60,268.00,265.90,267.25,266.62,"11,654,400"
"Nov 27, 2019",265.58,267.98,265.31,267.84,267.21,"16,308,900"
"Nov 26, 2019",266.94,267.16,262.50,264.29,263.66,"26,301,900"
"Nov 25, 2019",262.71,266.44,262.52,266.37,265.74,"21,005,100"
"Nov 22, 2019",262.59,263.18,260.84,261.78,261.16,"16,331,300"
"Nov 21, 2019",263.69,264.01,261.18,262.01,261.39,"30,348,800"
"Nov 20, 2019",265.54,266.08,260.40,263.19,262.57,"26,558,600"
"Nov 19, 2019",267.90,268.00,265.39,266.29,265.66,"19,041,800"
"Nov 18, 2019",265.80,267.43,264.23,267.10,266.47,"21,675,800"
"Nov 15, 2019",263.68,265.78,263.01,265.76,265.13,"25,051,600"
"Nov 14, 2019",263.75,264.88,262.10,262.64,262.02,"22,295,700"
"Nov 13, 2019",261.13,264.78,261.07,264.47,263.84,"25,683,600"
"Nov 12, 2019",261.55,262.79,260.92,261.96,261.34,"21,847,200"
"Nov 11, 2019",258.30,262.47,258.28,262.20,261.58,"20,455,300"
"Nov 08, 2019",258.69,260.44,256.85,260.14,259.52,"17,496,600"
"Nov 07, 2019",258.74,260.35,258.11,259.43,258.82,"23,735,100"
"Nov 07, 2019",0.77 Dividend
"Nov 06, 2019",256.77,257.49,255.37,257.24,255.86,"18,966,100"
"Nov 05, 2019",257.05,258.19,256.32,257.13,255.75,"19,974,400"
"Nov 04, 2019",257.33,257.85,255.38,257.50,256.12,"25,818,000"
"Nov 01, 2019",249.54,255.93,249.16,255.82,254.45,"37,781,300"
"Oct 31, 2019",247.24,249.17,237.26,248.76,247.43,"34,790,500"
"Oct 30, 2019",244.76,245.30,241.21,243.26,241.96,"31,130,500"
"Oct 29, 2019",248.97,249.75,242.57,243.29,241.99,"35,709,900"
"Oct 28, 2019",247.42,249.25,246.72,249.05,247.72,"24,143,200"
"Oct 25, 2019",243.16,246.73,242.88,246.58,245.26,"18,369,300"
"Oct 24, 2019",244.51,244.80,241.81,243.58,242.28,"17,318,800"
"Oct 23, 2019",242.10,243.24,241.22,243.18,241.88,"18,957,200"
"Oct 22, 2019",241.16,242.20,239.62,239.96,238.68,"20,573,400"
"Oct 21, 2019",237.52,240.99,237.32,240.51,239.22,"21,811,800"
"Oct 18, 2019",234.59,237.58,234.29,236.41,235.14,"24,358,400"
"Oct 17, 2019",235.09,236.15,233.52,235.28,234.02,"16,896,300"
"Oct 16, 2019",233.37,235.24,233.20,234.37,233.12,"18,475,800"
"Oct 15, 2019",236.39,237.65,234.88,235.32,234.06,"21,840,000"
"Oct 14, 2019",234.90,238.13,234.67,235.87,234.61,"24,106,900"
"Oct 11, 2019",232.95,237.64,232.31,236.21,234.95,"41,698,900"
"Oct 10, 2019",227.93,230.44,227.30,230.09,228.86,"28,253,400"
"Oct 09, 2019",227.03,227.79,225.64,227.03,225.81,"18,692,600"
"Oct 08, 2019",225.82,228.06,224.33,224.40,223.20,"27,955,000"
"Oct 07, 2019",226.27,229.93,225.84,227.06,225.84,"30,576,500"
"Oct 04, 2019",225.64,227.49,223.89,227.01,225.79,"34,619,700"
"Oct 03, 2019",218.43,220.96,215.13,220.82,219.64,"28,606,500"
"Oct 02, 2019",223.06,223.58,217.93,218.96,217.79,"34,612,300"
"Oct 01, 2019",225.07,228.22,224.20,224.59,223.39,"34,805,800"
"Sep 30, 2019",220.90,224.58,220.79,223.97,222.77,"25,977,400"
"Sep 27, 2019",220.54,220.96,217.28,218.82,217.65,"25,352,000"
"Sep 26, 2019",220.00,220.94,218.83,219.89,218.71,"18,833,500"
*Close price adjusted for splits.**Adjusted close price adjusted for both dividends and splits.
